Count,Average Sample Interval,Average Typename,Edge Response Bytes Sum,Number of Visits,Sum's Typename,Dimensions Metric,Dimensions' Typename,Typename
1096,5.121495327102804,ZoneHttpRequestsAdaptiveGroupsAvg,9070568,4,ZoneHttpRequestsAdaptiveGroupsSum,PY,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
1096,5.145539906103286,ZoneHttpRequestsAdaptiveGroupsAvg,5050880,36,ZoneHttpRequestsAdaptiveGroupsSum,MD,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
1024,4.511013215859031,ZoneHttpRequestsAdaptiveGroupsAvg,6105888,20,ZoneHttpRequestsAdaptiveGroupsSum,FO,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
1016,5.02970297029703,ZoneHttpRequestsAdaptiveGroupsAvg,6552360,48,ZoneHttpRequestsAdaptiveGroupsSum,XK,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
980,6.012269938650307,ZoneHttpRequestsAdaptiveGroupsAvg,10391300,12,ZoneHttpRequestsAdaptiveGroupsSum,JE,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
940,5.251396648044692,ZoneHttpRequestsAdaptiveGroupsAvg,4432140,20,ZoneHttpRequestsAdaptiveGroupsSum,NI,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
884,6.597014925373134,ZoneHttpRequestsAdaptiveGroupsAvg,5327476,28,ZoneHttpRequestsAdaptiveGroupsSum,PS,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
872,4.589473684210526,ZoneHttpRequestsAdaptiveGroupsAvg,5178308,20,ZoneHttpRequestsAdaptiveGroupsSum,ET,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
848,5.017751479289941,ZoneHttpRequestsAdaptiveGroupsAvg,8296560,48,ZoneHttpRequestsAdaptiveGroupsSum,AZ,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
804,6.330708661417323,ZoneHttpRequestsAdaptiveGroupsAvg,6773912,44,ZoneHttpRequestsAdaptiveGroupsSum,GU,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
768,5.774436090225564,ZoneHttpRequestsAdaptiveGroupsAvg,4791944,4,ZoneHttpRequestsAdaptiveGroupsSum,MQ,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
732,5.304347826086956,ZoneHttpRequestsAdaptiveGroupsAvg,4027420,24,ZoneHttpRequestsAdaptiveGroupsSum,SD,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
708,4.538461538461538,ZoneHttpRequestsAdaptiveGroupsAvg,3179400,12,ZoneHttpRequestsAdaptiveGroupsSum,TZ,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
676,5.24031007751938,ZoneHttpRequestsAdaptiveGroupsAvg,5558512,16,ZoneHttpRequestsAdaptiveGroupsSum,PW,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
624,5.333333333333333,ZoneHttpRequestsAdaptiveGroupsAvg,4941164,8,ZoneHttpRequestsAdaptiveGroupsSum,GG,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
592,6.103092783505154,ZoneHttpRequestsAdaptiveGroupsAvg,3507548,12,ZoneHttpRequestsAdaptiveGroupsSum,GD,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
572,5.153153153153153,ZoneHttpRequestsAdaptiveGroupsAvg,4706088,12,ZoneHttpRequestsAdaptiveGroupsSum,LY,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
568,4.813559322033898,ZoneHttpRequestsAdaptiveGroupsAvg,4708920,8,ZoneHttpRequestsAdaptiveGroupsSum,MO,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
560,6.511627906976744,ZoneHttpRequestsAdaptiveGroupsAvg,4227804,8,ZoneHttpRequestsAdaptiveGroupsSum,MN,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
556,4.448,ZoneHttpRequestsAdaptiveGroupsAvg,5138052,4,ZoneHttpRequestsAdaptiveGroupsSum,RW,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
544,5.333333333333333,ZoneHttpRequestsAdaptiveGroupsAvg,4185652,16,ZoneHttpRequestsAdaptiveGroupsSum,BS,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
536,4.91743119266055,ZoneHttpRequestsAdaptiveGroupsAvg,3606896,20,ZoneHttpRequestsAdaptiveGroupsSum,UZ,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
504,5.662921348314606,ZoneHttpRequestsAdaptiveGroupsAvg,4656128,16,ZoneHttpRequestsAdaptiveGroupsSum,CM,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
492,5.655172413793103,ZoneHttpRequestsAdaptiveGroupsAvg,3335960,20,ZoneHttpRequestsAdaptiveGroupsSum,RE,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
472,5.827160493827161,ZoneHttpRequestsAdaptiveGroupsAvg,2181700,12,ZoneHttpRequestsAdaptiveGroupsSum,MG,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
472,5.075268817204301,ZoneHttpRequestsAdaptiveGroupsAvg,4466076,36,ZoneHttpRequestsAdaptiveGroupsSum,GY,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
444,5.414634146341464,ZoneHttpRequestsAdaptiveGroupsAvg,1017412,0,ZoneHttpRequestsAdaptiveGroupsSum,MP,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
424,4.608695652173913,ZoneHttpRequestsAdaptiveGroupsAvg,2953376,12,ZoneHttpRequestsAdaptiveGroupsSum,ML,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
372,5.027027027027027,ZoneHttpRequestsAdaptiveGroupsAvg,2013096,36,ZoneHttpRequestsAdaptiveGroupsSum,DJ,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
360,5,ZoneHttpRequestsAdaptiveGroupsAvg,3860356,12,ZoneHttpRequestsAdaptiveGroupsSum,YE,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
332,4.611111111111111,ZoneHttpRequestsAdaptiveGroupsAvg,2005388,8,ZoneHttpRequestsAdaptiveGroupsSum,ZW,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
328,5.290322580645161,ZoneHttpRequestsAdaptiveGroupsAvg,1741556,8,ZoneHttpRequestsAdaptiveGroupsSum,FJ,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
316,4.647058823529412,ZoneHttpRequestsAdaptiveGroupsAvg,3859852,0,ZoneHttpRequestsAdaptiveGroupsSum,GI,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
308,6.695652173913044,ZoneHttpRequestsAdaptiveGroupsAvg,1305704,0,ZoneHttpRequestsAdaptiveGroupsSum,FM,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
300,5.454545454545454,ZoneHttpRequestsAdaptiveGroupsAvg,2302332,4,ZoneHttpRequestsAdaptiveGroupsSum,BM,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
296,4.852459016393443,ZoneHttpRequestsAdaptiveGroupsAvg,1846460,4,ZoneHttpRequestsAdaptiveGroupsSum,SM,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
288,5.333333333333333,ZoneHttpRequestsAdaptiveGroupsAvg,1168536,0,ZoneHttpRequestsAdaptiveGroupsSum,CW,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
280,6.086956521739131,ZoneHttpRequestsAdaptiveGroupsAvg,833220,4,ZoneHttpRequestsAdaptiveGroupsSum,NC,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
272,5.551020408163265,ZoneHttpRequestsAdaptiveGroupsAvg,1665564,0,ZoneHttpRequestsAdaptiveGroupsSum,BZ,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
264,5.387755102040816,ZoneHttpRequestsAdaptiveGroupsAvg,1985656,12,ZoneHttpRequestsAdaptiveGroupsSum,SR,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
244,5.545454545454546,ZoneHttpRequestsAdaptiveGroupsAvg,3325704,4,ZoneHttpRequestsAdaptiveGroupsSum,AX,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
240,4.8,ZoneHttpRequestsAdaptiveGroupsAvg,1162344,4,ZoneHttpRequestsAdaptiveGroupsSum,MZ,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
236,4.916666666666667,ZoneHttpRequestsAdaptiveGroupsAvg,811196,4,ZoneHttpRequestsAdaptiveGroupsSum,BW,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
228,4.56,ZoneHttpRequestsAdaptiveGroupsAvg,3860384,56,ZoneHttpRequestsAdaptiveGroupsSum,AS,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
208,4.9523809523809526,ZoneHttpRequestsAdaptiveGroupsAvg,2269112,16,ZoneHttpRequestsAdaptiveGroupsSum,SC,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
200,4.444444444444445,ZoneHttpRequestsAdaptiveGroupsAvg,1985996,8,ZoneHttpRequestsAdaptiveGroupsSum,SY,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
192,5.333333333333333,ZoneHttpRequestsAdaptiveGroupsAvg,1420480,16,ZoneHttpRequestsAdaptiveGroupsSum,VI,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
156,7.428571428571429,ZoneHttpRequestsAdaptiveGroupsAvg,1273236,8,ZoneHttpRequestsAdaptiveGroupsSum,DM,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
148,4.933333333333334,ZoneHttpRequestsAdaptiveGroupsAvg,305216,0,ZoneHttpRequestsAdaptiveGroupsSum,PG,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
148,6.166666666666667,ZoneHttpRequestsAdaptiveGroupsAvg,3012036,4,ZoneHttpRequestsAdaptiveGroupsSum,LI,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
144,6.260869565217392,ZoneHttpRequestsAdaptiveGroupsAvg,286548,0,ZoneHttpRequestsAdaptiveGroupsSum,SO,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
144,5.333333333333333,ZoneHttpRequestsAdaptiveGroupsAvg,885768,0,ZoneHttpRequestsAdaptiveGroupsSum,PF,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
136,5.037037037037037,ZoneHttpRequestsAdaptiveGroupsAvg,571232,8,ZoneHttpRequestsAdaptiveGroupsSum,AO,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
128,4.571428571428571,ZoneHttpRequestsAdaptiveGroupsAvg,924544,8,ZoneHttpRequestsAdaptiveGroupsSum,ZM,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
124,6.526315789473684,ZoneHttpRequestsAdaptiveGroupsAvg,1887508,12,ZoneHttpRequestsAdaptiveGroupsSum,AW,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
120,4.8,ZoneHttpRequestsAdaptiveGroupsAvg,866704,0,ZoneHttpRequestsAdaptiveGroupsSum,TG,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
116,5.043478260869565,ZoneHttpRequestsAdaptiveGroupsAvg,2082768,4,ZoneHttpRequestsAdaptiveGroupsSum,AD,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
104,5.2,ZoneHttpRequestsAdaptiveGroupsAvg,1711440,4,ZoneHttpRequestsAdaptiveGroupsSum,SN,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
104,5.473684210526316,ZoneHttpRequestsAdaptiveGroupsAvg,489004,0,ZoneHttpRequestsAdaptiveGroupsSum,BQ,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
104,4.7272727272727275,ZoneHttpRequestsAdaptiveGroupsAvg,459848,0,ZoneHttpRequestsAdaptiveGroupsSum,IM,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
96,5.333333333333333,ZoneHttpRequestsAdaptiveGroupsAvg,757828,0,ZoneHttpRequestsAdaptiveGroupsSum,CU,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
92,5.411764705882353,ZoneHttpRequestsAdaptiveGroupsAvg,763012,0,ZoneHttpRequestsAdaptiveGroupsSum,GM,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
92,5.75,ZoneHttpRequestsAdaptiveGroupsAvg,887956,0,ZoneHttpRequestsAdaptiveGroupsSum,GW,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
92,7.076923076923077,ZoneHttpRequestsAdaptiveGroupsAvg,1404268,0,ZoneHttpRequestsAdaptiveGroupsSum,MR,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
88,8,ZoneHttpRequestsAdaptiveGroupsAvg,847600,0,ZoneHttpRequestsAdaptiveGroupsSum,BT,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
80,5.714285714285714,ZoneHttpRequestsAdaptiveGroupsAvg,717004,0,ZoneHttpRequestsAdaptiveGroupsSum,MC,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
76,4.75,ZoneHttpRequestsAdaptiveGroupsAvg,519168,0,ZoneHttpRequestsAdaptiveGroupsSum,CD,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
72,4,ZoneHttpRequestsAdaptiveGroupsAvg,212476,0,ZoneHttpRequestsAdaptiveGroupsSum,HT,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
68,4.533333333333333,ZoneHttpRequestsAdaptiveGroupsAvg,311684,0,ZoneHttpRequestsAdaptiveGroupsSum,AG,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
68,4,ZoneHttpRequestsAdaptiveGroupsAvg,86464,0,ZoneHttpRequestsAdaptiveGroupsSum,LR,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
64,4,ZoneHttpRequestsAdaptiveGroupsAvg,180148,0,ZoneHttpRequestsAdaptiveGroupsSum,IO,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
52,6.5,ZoneHttpRequestsAdaptiveGroupsAvg,263372,0,ZoneHttpRequestsAdaptiveGroupsSum,KN,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
44,5.5,ZoneHttpRequestsAdaptiveGroupsAvg,447704,0,ZoneHttpRequestsAdaptiveGroupsSum,LC,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
44,4,ZoneHttpRequestsAdaptiveGroupsAvg,489400,4,ZoneHttpRequestsAdaptiveGroupsSum,AF,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
36,4,ZoneHttpRequestsAdaptiveGroupsAvg,73708,0,ZoneHttpRequestsAdaptiveGroupsSum,WS,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
32,5.333333333333333,ZoneHttpRequestsAdaptiveGroupsAvg,451400,4,ZoneHttpRequestsAdaptiveGroupsSum,NR,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
16,5.333333333333333,ZoneHttpRequestsAdaptiveGroupsAvg,71308,0,ZoneHttpRequestsAdaptiveGroupsSum,LA,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
12,4,ZoneHttpRequestsAdaptiveGroupsAvg,483756,8,ZoneHttpRequestsAdaptiveGroupsSum,TM,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
4,4,ZoneHttpRequestsAdaptiveGroupsAvg,11180,0,ZoneHttpRequestsAdaptiveGroupsSum,VG,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
4,4,ZoneHttpRequestsAdaptiveGroupsAvg,0,0,ZoneHttpRequestsAdaptiveGroupsSum,LS,ZoneHttpRequestsAdaptiveGroupsDimensions,ZoneHttpRequestsAdaptiveGroups
